%x,y,z,time,dist1,dist2,speed,idiothetic turning angle,three-dimensional angle
0.17900,0.17000,0.15000,0.00748,0.00458,0.00917,1.58020,40.69639,-74.49864
0.18500,0.16600,0.15200,0.00583,0.00748,0.01136,-4.53534,23.55190,-59.03624
0.18800,0.16200,0.15500,0.00714,0.00583,0.01304,4.45111,24.13914,-81.95053
0.19300,0.15700,0.15600,0.00574,0.00714,0.01269,-5.10102,1.97552,-79.97501
0.19700,0.15300,0.15700,0.00640,0.00574,0.01288,8.70388,11.84428,-90.00000
0.20100,0.14800,0.15700,0.00648,0.00640,0.01208,80.03905,8.87640,-98.87640
0.20500,0.14300,0.15600,0.00787,0.00648,0.01285,4.66240,1.94512,-97.29628
0.21000,0.13700,0.15500,0.00700,0.00787,0.01435,-9.05058,15.93529,-106.60155
0.21300,0.13100,0.15300,0.00700,0.00700,0.01473,Inf,0.00000,-106.60155
0.21600,0.12500,0.15100,0.00735,0.00700,0.01400,20.00000,13.58568,-97.82124
0.21800,0.11800,0.15000,0.00632,0.00735,0.01425,-7.13444,8.20555,-90.00000
0.22000,0.11200,0.15000,0.00548,0.00632,0.01364,-7.52923,11.03948,-79.48027
0.22200,0.10700,0.15100,0.00583,0.00548,0.01175,15.64922,28.75152,-59.03624
0.22200,0.10200,0.15400,0.00510,0.00583,0.01095,-7.98761,12.74137,-53.96011
0.22100,0.09800,0.15700,0.00616,0.00510,0.01086,4.81040,22.68889,-35.79576
0.21900,0.09500,0.16200,0.00656,0.00616,0.01105,15.41104,8.29380,-40.31554
0.21600,0.09200,0.16700,0.00787,0.00656,0.01269,5.00568,21.62244,-40.35910
0.21100,0.09100,0.17300,0.00781,0.00787,0.01418,-131.23346,12.67196,-50.19443
0.20500,0.09100,0.17800,0.00849,0.00781,0.01559,11.48566,5.19443,-45.00000
0.19900,0.09100,0.18400,0.00872,0.00849,0.01628,36.89253,13.26268,-46.50848
0.19300,0.09300,0.19000,0.00949,0.00872,0.01709,11.32182,14.69234,-58.19390
0.18500,0.09400,0.19500,0.00671,0.00949,0.01806,-3.41253,22.01350,-41.81031
0.18100,0.09600,0.20000,0.00735,0.00671,0.01591,10.48157,6.27171,-47.12401
0.17600,0.09800,0.20500,0.00714,0.00735,0.01404,-34.99271,7.74370,-45.56176
0.17100,0.09900,0.21000,0.00566,0.00714,0.01446,-4.82529,8.04947,-45.00000
0.16700,0.09900,0.21400,0.00707,0.00566,0.01277,4.01195,0.00000,-45.00000
0.16200,0.09900,0.21900,0.00458,0.00707,0.01273,-2.83979,22.20765,-29.20593
0.16000,0.09800,0.22300,0.00574,0.00458,0.01145,3.95050,9.01099,-29.49621
0.15800,0.09600,0.22800,0.00671,0.00574,0.01030,5.92223,16.22975,-41.81031
0.15600,0.09200,0.23300,0.00574,0.00671,0.01233,-6.91567,9.56468,-45.86825
0.15500,0.08800,0.23700,0.00592,0.00574,0.01241,31.91424,13.83022,-59.52964
0.15400,0.08300,0.24000,0.00458,0.00592,0.01158,-4.41498,22.75920,-64.12331
0.15500,0.07900,0.24200,0.00539,0.00458,0.01030,5.65750,13.46088,-68.19859
0.15500,0.07400,0.24400,0.00548,0.00539,0.00990,59.83516,10.51973,-68.58329
0.15600,0.06900,0.24600,0.00608,0.00548,0.01082,9.12871,16.16162,-80.53768
0.15600,0.06300,0.24700,0.00616,0.00608,0.01145,76.03453,9.33586,-80.66414
0.15500,0.05700,0.24800,0.00877,0.00616,0.01221,2.36184,11.53496,-70.00844
0.15300,0.04900,0.25100,0.00831,0.00877,0.01487,-19.07601,8.96439,-76.06791
0.15200,0.04100,0.25300,0.00906,0.00831,0.01703,11.07550,13.95374,-70.65263
0.14900,0.03300,0.25600,0.00787,0.00906,0.01723,-7.60957,5.27677,-67.60434
0.14700,0.02600,0.25900,0.00728,0.00787,0.01691,-13.34578,16.36943,-74.05460
0.14700,0.01900,0.26100,0.00671,0.00728,0.01500,-12.77212,10.61966,-63.43495
0.14700,0.01300,0.26400,0.00500,0.00671,0.01393,-3.92293,10.30485,-53.13010
0.14700,0.00900,0.26700,0.00510,0.00500,0.01166,50.00000,19.71921,-38.32882
0.14800,0.00600,0.27100,0.00548,0.00510,0.00995,13.41847,26.47312,-24.09484
0.15000,0.00500,0.27600,0.00632,0.00548,0.01030,6.52051,11.03948,-18.43495
0.15200,0.00500,0.28200,0.00735,0.00632,0.01175,6.14034,8.20555,-17.71547
0.15400,0.00600,0.28900,0.00592,0.00735,0.01364,-5.13879,23.06114,-32.31153
0.15500,0.00900,0.29400,0.00592,0.00592,0.01300,Inf,0.00000,-32.31153
0.15600,0.01200,0.29900,0.00648,0.00592,0.01183,10.56443,27.52753,-51.88707
0.15500,0.01700,0.30300,0.00678,0.00648,0.01204,21.60247,11.96239,-63.74762
0.15400,0.02300,0.30600,0.00787,0.00678,0.01319,6.22232,7.05309,-67.60434
0.15200,0.03000,0.30900,0.00787,0.00787,0.01463,Inf,0.00000,-67.60434
0.15000,0.03700,0.31200,0.00787,0.00787,0.01575,Inf,10.30451,-75.28565
0.14700,0.04400,0.31400,0.00787,0.00787,0.01568,Inf,0.00000,-75.28565
0.14400,0.05100,0.31600,0.00860,0.00787,0.01575,10.78631,8.44701,-69.58955
0.14000,0.05800,0.31900,0.00600,0.00860,0.01643,-3.30859,14.36606,-70.52878
0.13600,0.06200,0.32100,0.00539,0.00600,0.01449,-9.83607,7.95580,-68.19859
0.13200,0.06500,0.32300,0.00656,0.00539,0.01136,4.60270,7.63284,-62.77437
0.12700,0.06800,0.32600,0.00583,0.00656,0.01192,-8.98279,27.22563,-59.03624
0.12200,0.06800,0.32900,0.00566,0.00583,0.01204,-34.29972,14.03624,-45.00000
0.11800,0.06800,0.33300,0.00600,0.00566,0.01140,16.63781,19.47122,-48.18969
0.11400,0.06600,0.33700,0.00539,0.00600,0.01149,-9.83607,7.95580,-42.03111
0.11100,0.06400,0.34100,0.00707,0.00539,0.01136,3.20546,3.68820,-45.00000
0.10700,0.06100,0.34600,0.00640,0.00707,0.01245,-10.55383,6.34019,-51.34019
0.10300,0.05800,0.35000,0.00707,0.00640,0.01345,9.55690,6.34019,-55.55010
0.09800,0.05500,0.35400,0.00600,0.00707,0.01345,-6.60847,8.13010,-48.18969
0.09400,0.05300,0.35800,0.00671,0.00600,0.01304,8.45070,6.37937,-41.81031
0.09000,0.05100,0.36300,0.00671,0.00671,0.01269,Inf,0.00000,-41.81031
0.08600,0.04900,0.36800,0.00781,0.00671,0.01342,6.09837,17.38270,-39.80557
0.08100,0.04900,0.37400,0.00671,0.00781,0.01435,-7.10023,13.24052,-26.56505
0.07800,0.04900,0.38000,0.00768,0.00671,0.01442,6.91567,NaN,NaN
